OTU	barcode01.k2.0.1.gtdb.report	barcode02.k2.0.1.gtdb.report	barcode03.k2.0.1.gtdb.report	barcode04.k2.0.1.gtdb.report	barcode05.k2.0.1.gtdb.report	barcode06.k2.0.1.gtdb.report	barcode07.k2.0.1.gtdb.report	barcode08.k2.0.1.gtdb.report	barcode09.k2.0.1.gtdb.report	barcode10.k2.0.1.gtdb.report	barcode11.k2.0.1.gtdb.report	barcode12.k2.0.1.gtdb.report	barcode13.k2.0.1.gtdb.report	barcode14.k2.0.1.gtdb.report	barcode15.k2.0.1.gtdb.report	barcode16.k2.0.1.gtdb.report	barcode17.k2.0.1.gtdb.report	barcode18.k2.0.1.gtdb.report	barcode19.k2.0.1.gtdb.report	barcode20.k2.0.1.gtdb.report	barcode21.k2.0.1.gtdb.report	barcode22.k2.0.1.gtdb.report	barcode23.k2.0.1.gtdb.report	barcode24.k2.0.1.gtdb.report
OTU9907	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU9908	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9909	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9910	0	0	0	0	1	0	0	1	0	0	0	0	1	3	0	0	0	0	1	0	0	1	0	0
OTU9911	0	0	0	0	1	2	0	2	0	1	0	0	1	1	2	0	0	1	0	0	0	0	0	0
OTU9912	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9913	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9914	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0
OTU9915	0	0	0	0	1	3	0	0	0	1	0	0	0	0	9	0	0	1	0	0	0	0	0	0
OTU9916	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
OTU9917	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9918	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9919	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU9920	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9921	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9922	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9923	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9924	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9925	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9926	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9927	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0
OTU9928	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9929	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU9930	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9931	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9932	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU9933	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9934	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9935	0	0	0	0	3	4	3	4	2	3	3	0	0	0	2	1	2	0	4	7	4	5	0	0
OTU9936	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU9937	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU9938	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0
OTU9939	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU9940	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9941	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU9942	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9943	0	0	0	0	3	0	0	2	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0
OTU9944	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9945	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9946	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	1	2	0	0	1	0	0
OTU9947	0	0	0	0	1	0	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
OTU9948	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	2	1	1	0	1	0	0
OTU9949	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU9950	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU9951	0	0	0	0	1	0	0	2	0	0	0	2	0	0	3	0	0	3	1	2	0	1	0	0
OTU9952	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU9953	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU9954	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
OTU9955	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9956	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU9957	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
OTU9958	0	0	0	0	1	2	0	1	1	0	2	1	0	0	1	0	1	0	0	1	0	0	0	0
OTU9959	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9960	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0
OTU9961	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
OTU9962	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU9963	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9964	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9965	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9966	0	0	0	0	1	0	0	2	0	0	1	0	0	0	2	0	1	1	0	0	2	0	0	0
OTU9967	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
OTU9968	0	0	0	0	1	3	1	0	2	4	1	0	0	0	0	2	0	2	0	5	0	1	0	0
OTU9969	0	0	0	0	3	59	0	0	5	0	0	9	1	0	7	0	0	7	0	1	0	1	0	0
OTU9970	0	0	0	0	1	2	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
OTU9971	0	0	0	0	1	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9972	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU9973	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9974	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9975	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0
OTU9976	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	2	0	0	0	2	0	0
OTU9977	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU9978	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9979	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0
OTU9980	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU9981	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU9982	0	0	0	0	2	2	1	3	2	2	3	3	1	0	2	2	0	2	0	3	2	0	0	0
OTU9983	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9984	0	0	0	0	1	0	1	2	0	0	1	0	1	1	1	1	0	2	1	1	1	2	0	0
OTU9985	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
OTU9986	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0
OTU9987	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU9988	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9989	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU9990	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	97284	1	0	0
OTU9991	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
OTU9992	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0
OTU9993	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9994	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9995	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0
OTU9996	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9997	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9998	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9999	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10001	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU10002	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10003	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU10004	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU10005	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10006	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU10007	0	0	0	0	1	0	1	0	0	0	2	0	1	1	0	0	1	1	0	2	0	0	0	0
OTU10008	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU10009	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
OTU10010	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0
OTU10011	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10012	0	0	0	0	1	2	0	2	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
OTU10013	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU10014	0	0	0	0	1	2	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU10015	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU10016	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10017	0	0	0	0	1	1	0	3	0	1	0	0	0	0	1	0	1	1	0	0	0	3	0	0
OTU10018	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
OTU10019	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU10020	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU10021	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	3	0	1	1	0	1	0	0	0
OTU10022	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10023	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU10024	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU10025	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10026	0	0	0	0	2	5	0	2	1	1	1	0	1	1	0	0	1	4	0	0	0	0	0	0
OTU10027	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU10028	0	0	0	0	2	2	2	2	1	3	0	0	0	0	2	3	0	0	0	1	0	1	0	0
OTU10029	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU10030	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0
OTU10031	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10032	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0
OTU10033	0	0	0	0	1	5	0	0	0	0	0	0	0	0	2	1	0	2	0	1	0	1	0	0
OTU10034	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0
OTU10035	0	0	0	0	2	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0	0
OTU10036	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU10037	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU10038	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU10039	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10040	0	0	0	0	1	0	0	0	1	0	0	12	0	0	2	0	0	0	0	0	0	1	0	0
OTU10041	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10042	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10043	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU10044	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10045	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10046	0	0	0	0	2	2	1	4	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU10047	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
OTU10048	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10049	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10050	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10051	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
OTU10052	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
OTU10053	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU10054	0	0	0	0	3	10	0	0	2	0	0	22	1	0	2	0	0	16	0	0	1	0	0	0
OTU10055	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU10056	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU10057	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10058	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU10059	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10060	0	0	0	0	1	6	0	0	1	0	0	1	0	0	10	0	0	0	0	0	0	1	0	0
OTU10061	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10062	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10063	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
OTU10064	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10065	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU10066	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	2	0	0	0	1	0	2	0	0
OTU10067	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10068	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10069	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10070	0	0	0	0	4	2	2	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU10071	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU10072	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	1	0	0
OTU10073	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10074	0	0	0	0	1	1	1	1	1	1	4	1	0	1	0	1	0	0	0	1	0	2	0	0
OTU10075	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU10076	0	0	0	0	1	0	0	0	0	1	2	1	1	2	0	0	0	1	0	0	0	0	0	0
OTU10077	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10078	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10079	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU10080	0	0	0	0	1	0	1	1	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0
OTU10081	0	0	0	0	1	1	0	2	0	2	3	3	0	0	1	1	0	0	0	0	1	0	0	0
OTU10082	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU10083	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU10084	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU10085	0	0	0	0	1	2	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0
OTU10086	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU10087	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	0
OTU10088	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
OTU10089	0	0	0	0	3	0	1	2	1	1	0	0	1	1	3	2	2	0	0	0	1	7	0	0
OTU10090	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10091	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10092	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10093	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10094	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU10095	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU10096	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10097	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10098	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10099	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU10101	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU10102	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU10103	0	0	0	0	1	0	0	0	2	1	1	0	0	1	1	1	1	0	0	1	0	1	0	0
OTU10104	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0
OTU10105	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU10106	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU10107	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU10108	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU10109	0	0	0	0	1	0	1	1	1	0	3	1	0	1	2	1	0	0	0	1	0	1	1	0
OTU10110	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU10111	0	0	0	0	2	0	0	0	0	3	1	1	0	0	0	0	1	2	0	0	0	1	0	0
OTU10112	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	0	0
OTU10113	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
OTU10114	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10115	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10116	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
OTU10117	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10118	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10119	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OTU10120	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10121	0	0	0	0	1	10	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	1	1	0
OTU10122	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
OTU10123	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10124	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU10125	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU10126	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10127	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10128	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10129	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU10130	0	0	0	0	2	1	0	2	1	0	0	1	1	0	1	0	0	2	0	0	1	0	0	0
OTU10131	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10132	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10133	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10134	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10135	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU10136	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10137	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10138	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10139	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10140	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU10141	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU10142	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10143	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU10144	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU10145	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10146	0	0	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	4	0	1	0	0
OTU10147	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU10148	0	0	0	0	1	0	3	1	3	3	7	0	0	1	0	4	0	0	5	13	0	1	0	0
OTU10149	0	0	0	0	1	13	0	0	3	0	0	4	0	0	3	0	0	3	0	0	0	0	0	0
OTU10150	0	0	0	0	1	5	0	0	2	1	0	0	0	0	2	0	0	2	0	1	0	0	1	0
OTU10151	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10152	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU10153	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	0	2	0	0	0	1	0	0
OTU10154	0	0	0	0	1	2	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	3	0	0
OTU10155	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10156	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
